"Date","TMAX","TMIN","TAVG"
"1989-04-01","37","-96","-13"
"1989-04-02","6","-37","-22"
"1989-04-03","-6","-49","-31"
"1989-04-04","22","-61","-13"
"1989-04-05","116","14","65"
"1989-04-06","155","61","106"
"1989-04-07","155","73","112"
"1989-04-08","116","33","71"
"1989-04-09","57","-53","13"
"1989-04-10","88","-92","3"
"1989-04-11","88","-14","34"
"1989-04-12","116","-10","58"
"1989-04-13","151","-14","70"
"1989-04-14","171","26","96"
"1989-04-15","131","53","83"
"1989-04-16","127","49","82"
"1989-04-17","143","22","91"
"1989-04-18","174","41","115"
"1989-04-19","198","57","117"
"1989-04-20","210","77","151"
"1989-04-21","206","64","130"
"1989-04-22","143","37","97"
"1989-04-23","147","-2","67"
"1989-04-24","174","22","94"
"1989-04-25","100","22","66"
"1989-04-26","45","-10","17"
"1989-04-27","33","-26","11"
"1989-04-28","77","-6","27"
"1989-04-29","77","-22","27"
"1989-04-30","104","-37","38"
"1989-05-01","147","-2","73"
"1989-05-02","112","26","71"
"1989-05-03","119","33","76"
"1989-05-04","136","41","90"
"1989-05-05","167","33","94"
"1989-05-06","214","53","142"
"1989-05-07","214","100","149"
"1989-05-08","167","81","122"
"1989-05-09","222","61","128"
"1989-05-10","174","45","109"
"1989-05-11","131","45","79"
"1989-05-12","61","14","34"
"1989-05-13","84","2","38"
"1989-05-14","108","-2","47"
"1989-05-15","104","33","62"
"1989-05-16","119","22","67"
"1989-05-17","155","22","94"
"1989-05-18","178","-26","74"
"1989-05-19","84","-37","28"
"1989-05-20","159","-14","86"
"1989-05-21","182","61","128"
"1989-05-22","210","64","142"
"1989-05-23","182","6","103"
"1989-05-24","69","-2","27"
"1989-05-25","92","-10","39"
"1989-05-26","143","-10","69"
"1989-05-27","194","33","124"
"1989-05-28","194","33","127"
"1989-05-29","136","26","88"
"1989-05-30","77","6","39"
"1989-05-31","112","18","66"
"1989-06-01","174","26","106"
"1989-06-02","194","45","117"
"1989-06-03","155","57","86"
"1989-06-04","147","53","91"
"1989-06-05","206","53","127"
"1989-06-06","190","57","111"
"1989-06-07","198","49","127"
"1989-06-08","167","-500","-209"
"1989-06-09","-500","-500","-500"
"1989-06-10","-500","-500","-500"
"1989-06-11","-371","-500","-485"
"1989-06-12","-77","-500","-307"
"1989-06-13","131","-308","-9"
"1989-06-14","241","119","189"
"1989-06-15","327","182","258"
"1989-06-16","261","186","228"
"1989-06-17","214","139","188"
"1989-06-18","265","127","202"
"1989-06-19","265","147","211"
"1989-06-20","151","14","96"
"1989-06-21","119","-6","66"
"1989-06-22","139","6","83"
"1989-06-23","104","45","68"
"1989-06-24","143","45","85"
"1989-06-25","186","41","112"
"1989-06-26","206","53","139"
"1989-06-27","233","73","166"
"1989-06-28","222","88","162"
"1989-06-29","249","92","179"
"1989-06-30","249","112","184"
"1989-07-01","229","96","170"
"1989-07-02","269","88","188"
"1989-07-03","288","123","205"
"1989-07-04","292","136","215"
"1989-07-05","296","119","210"
"1989-07-06","304","131","224"
"1989-07-07","304","178","242"
"1989-07-08","304","151","218"
"1989-07-09","277","151","208"
"1989-07-10","257","163","220"
"1989-07-11","288","123","208"
"1989-07-12","194","127","168"
"1989-07-13","241","104","173"
"1989-07-14","261","104","190"
"1989-07-15","269","108","188"
"1989-07-16","241","123","186"
"1989-07-17","214","81","157"
"1989-07-18","273","88","191"
"1989-07-19","323","123","226"
"1989-07-20","304","171","236"
"1989-07-21","308","155","231"
"1989-07-22","277","151","207"
"1989-07-23","277","139","192"
"1989-07-24","288","108","204"
"1989-07-25","304","136","229"
"1989-07-26","316","155","233"
"1989-07-27","296","159","224"
"1989-07-28","304","147","207"
"1989-07-29","308","139","218"
"1989-07-30","308","139","225"
"1989-07-31","323","159","234"
"1989-08-01","277","163","217"
"1989-08-02","261","136","201"
"1989-08-03","257","108","191"
"1989-08-04","257","119","192"
"1989-08-05","284","123","196"
"1989-08-06","292","131","207"
"1989-08-07","300","116","208"
"1989-08-08","273","136","198"
"1989-08-09","245","155","192"
"1989-08-10","265","131","186"
"1989-08-11","245","127","173"
"1989-08-12","292","116","179"
"1989-08-13","265","96","179"
"1989-08-14","218","131","169"
"1989-08-15","273","96","188"
"1989-08-16","261","116","194"
"1989-08-17","277","116","200"
"1989-08-18","226","100","147"
"1989-08-19","226","88","147"
"1989-08-20","222","69","137"
"1989-08-21","222","77","141"
"1989-08-22","261","96","178"
"1989-08-23","249","96","170"
"1989-08-24","100","33","66"
"1989-08-25","174","6","92"
"1989-08-26","222","41","136"
"1989-08-27","233","112","169"
"1989-08-28","222","57","148"
"1989-08-29","269","104","179"
"1989-08-30","245","104","179"
"1989-08-31","210","61","143"
"1989-09-01","257","73","168"
"1989-09-02","233","84","161"
"1989-09-03","198","61","134"
"1989-09-04","249","33","148"
"1989-09-05","257","96","176"
"1989-09-06","245","73","161"
"1989-09-07","245","88","174"
"1989-09-08","155","57","104"
"1989-09-09","163","53","88"
"1989-09-10","155","22","87"
"1989-09-11","163","2","78"
"1989-09-12","163","37","105"
"1989-09-13","198","22","127"
"1989-09-14","218","49","132"
"1989-09-15","237","69","146"
"1989-09-16","253","69","161"
"1989-09-17","233","69","138"
"1989-09-18","167","45","95"
"1989-09-19","210","49","131"
"1989-09-20","136","73","91"
"1989-09-21","182","26","107"
"1989-09-22","198","57","128"
"1989-09-23","214","45","127"
"1989-09-24","245","69","153"
"1989-09-25","237","84","159"
"1989-09-26","229","108","161"
"1989-09-27","190","100","134"
"1989-09-28","257","84","162"
"1989-09-29","257","104","176"
"1989-09-30","218","37","122"
"1989-10-01","131","33","74"
"1989-10-02","159","37","89"
"1989-10-03","139","14","66"
"1989-10-04","73","26","46"
"1989-10-05","143","-6","67"
"1989-10-06","151","14","78"
"1989-10-07","155","6","82"
"1989-10-08","174","18","95"
"1989-10-09","194","33","111"
"1989-10-10","198","41","119"
"1989-10-11","171","100","141"
"1989-10-12","210","61","137"
"1989-10-13","214","69","134"
"1989-10-14","198","53","122"
"1989-10-15","131","22","73"
"1989-10-16","104","10","48"
"1989-10-17","119","-29","46"
"1989-10-18","139","-22","50"
"1989-10-19","178","2","82"
"1989-10-20","178","29","91"
"1989-10-21","127","26","71"
"1989-10-22","119","41","69"
"1989-10-23","159","33","94"
"1989-10-24","159","61","94"
"1989-10-25","136","14","70"
"1989-10-26","29","-33","-1"
"1989-10-27","81","-33","3"
"1989-10-28","-26","-49","-38"
"1989-10-29","2","-88","-44"
"1989-10-30","22","-81","-34"
"1989-10-31","-10","-92","-34"
"1989-11-01","22","-119","-53"
"1989-11-02","57","-84","-18"
"1989-11-03","53","-33","14"
"1989-11-04","49","18","34"
"1989-11-05","53","-6","19"
"1989-11-06","33","-37","-9"
"1989-11-07","26","-26","0"
"1989-11-08","41","-10","13"
"1989-11-09","69","33","55"
"1989-11-10","127","57","81"
"1989-11-11","151","18","72"
"1989-11-12","136","26","73"
"1989-11-13","77","14","53"
"1989-11-14","-22","-57","-37"
"1989-11-15","26","-69","-34"
"1989-11-16","57","-45","-1"
"1989-11-17","69","-37","9"
"1989-11-18","45","-22","4"
"1989-11-19","119","-33","34"
"1989-11-20","143","-10","61"
"1989-11-21","108","14","48"
"1989-11-22","81","-37","13"
"1989-11-23","96","-26","31"
"1989-11-24","10","-57","-12"
"1989-11-25","10","-49","-24"
"1989-11-26","10","-61","-20"
"1989-11-27","-22","-108","-66"
"1989-11-28","-37","-143","-99"
"1989-11-29","-18","-131","-88"
"1989-11-30","-14","-123","-75"
"1989-12-01","-14","-112","-68"
"1989-12-02","6","-96","-56"
"1989-12-03","6","-73","-40"
"1989-12-04","57","-41","6"
"1989-12-05","33","-26","11"
"1989-12-06","10","-29","-16"
"1989-12-07","6","-96","-45"
"1989-12-08","61","-81","-7"
"1989-12-09","22","-64","-17"
"1989-12-10","-49","-108","-81"
"1989-12-11","-53","-155","-110"
"1989-12-12","-41","-116","-89"
"1989-12-13","-41","-112","-71"
"1989-12-14","-22","-61","-39"
"1989-12-15","-6","-104","-36"
"1989-12-16","-18","-108","-81"
"1989-12-17","-53","-116","-86"
"1989-12-18","-45","-159","-108"
"1989-12-19","-29","-119","-74"
"1989-12-20","10","-29","-17"
"1989-12-21","22","-53","-22"
"1989-12-22","10","-77","-30"
"1989-12-23","41","-73","-27"
"1989-12-24","6","-88","-46"
"1989-12-25","6","-119","-71"
"1989-12-26","-6","-116","-66"
"1989-12-27","10","-96","-37"
"1989-12-28","26","-61","-30"
"1989-12-29","-14","-104","-60"
"1989-12-30","-22","-88","-56"
"1989-12-31","-10","-77","-49"
"1990-01-01","18","-69","-29"
"1990-01-02","-18","-136","-61"
"1990-01-03","-73","-171","-118"
"1990-01-04","-69","-136","-99"
"1990-01-05","-22","-100","-58"
"1990-01-06","-37","-116","-80"
"1990-01-07","6","-88","-31"
"1990-01-08","29","-2","11"
"1990-01-09","92","-18","38"
"1990-01-10","57","10","37"
"1990-01-11","64","-10","33"
"1990-01-12","45","-37","0"
"1990-01-13","33","-18","3"
"1990-01-14","22","-29","-1"
"1990-01-15","-10","-73","-45"
"1990-01-16","6","-73","-49"
"1990-01-17","-22","-73","-55"
"1990-01-18","-33","-116","-75"
"1990-01-19","-61","-163","-122"
"1990-01-20","-49","-163","-121"
"1990-01-21","-29","-143","-96"
"1990-01-22","10","-100","-48"
"1990-01-23","-26","-92","-47"
"1990-01-24","-69","-116","-89"
"1990-01-25","-10","-127","-65"
"1990-01-26","10","-123","-52"
"1990-01-27","-81","-139","-104"
"1990-01-28","-41","-92","-66"
"1990-01-29","-41","-73","-58"
"1990-01-30","14","-77","-39"
"1990-01-31","-33","-96","-60"
"1990-02-01","2","-100","-68"
"1990-02-02","-33","-92","-70"
"1990-02-03","-29","-81","-62"
"1990-02-04","26","-73","-38"
"1990-02-05","-6","-112","-69"
"1990-02-06","22","-108","-41"
"1990-02-07","-53","-100","-80"
"1990-02-08","-69","-178","-95"
"1990-02-09","-33","-69","-48"
"1990-02-10","10","-33","-7"
"1990-02-11","64","-18","19"
"1990-02-12","29","-108","-40"
"1990-02-13","-57","-155","-117"
"1990-02-14","-92","-163","-142"
"1990-02-15","-108","-198","-157"
"1990-02-16","-61","-174","-113"
"1990-02-17","-64","-151","-86"
"1990-02-18","-45","-136","-99"
"1990-02-19","-10","-116","-63"
"1990-02-20","-22","-131","-67"
"1990-02-21","22","-57","-28"
"1990-02-22","41","-41","-8"
"1990-02-23","45","-41","-7"
"1990-02-24","49","-61","-13"
"1990-02-25","45","-10","19"
"1990-02-26","57","-41","11"
"1990-02-27","49","-69","-8"
"1990-02-28","37","-96","-37"
"1990-03-01","49","-61","-17"
"1990-03-02","57","-49","-1"
"1990-03-03","26","-10","5"
"1990-03-04","57","-37","5"
"1990-03-05","22","-18","1"
"1990-03-06","29","-29","-2"
"1990-03-07","64","-41","6"
"1990-03-08","92","-29","25"
"1990-03-09","92","-33","25"
"1990-03-10","112","-14","45"
"1990-03-11","53","-77","-14"
"1990-03-12","-18","-104","-67"
"1990-03-13","-22","-119","-71"
"1990-03-14","-22","-73","-48"
"1990-03-15","14","-49","-20"
"1990-03-16","57","-96","-16"
"1990-03-17","73","-41","17"
"1990-03-18","100","2","45"
"1990-03-19","123","-14","49"
"1990-03-20","127","18","74"
"1990-03-21","112","-2","61"
"1990-03-22","116","6","54"
"1990-03-23","33","-22","9"
"1990-03-24","49","-81","-15"
"1990-03-25","77","-37","16"
"1990-03-26","151","-45","48"
"1990-03-27","112","6","49"
"1990-03-28","22","-33","-6"
"1990-03-29","69","-45","9"
"1990-03-30","112","-37","34"
"1990-03-31","139","-18","63"
"1990-04-01","167","18","91"
"1990-04-02","190","29","107"
"1990-04-03","182","29","99"
"1990-04-04","171","37","108"
"1990-04-05","136","2","66"
"1990-04-06","143","-41","55"
"1990-04-07","92","14","59"
"1990-04-08","96","10","42"
"1990-04-09","96","18","55"
"1990-04-10","136","2","77"
"1990-04-11","167","26","69"
"1990-04-12","104","26","67"
"1990-04-13","123","-2","66"
"1990-04-14","178","64","123"
"1990-04-15","214","73","139"
"1990-04-16","214","73","136"
"1990-04-17","147","26","71"
"1990-04-18","151","2","84"
"1990-04-19","159","26","103"
"1990-04-20","198","41","111"
"1990-04-21","151","57","99"
"1990-04-22","131","29","69"
"1990-04-23","100","29","49"
"1990-04-24","84","22","48"
"1990-04-25","92","6","50"
"1990-04-26","29","-14","8"
"1990-04-27","41","-22","9"
"1990-04-28","61","-61","-3"
"1990-04-29","26","-64","-22"
"1990-04-30","73","-53","7"
"1990-05-01","108","-45","37"
"1990-05-02","139","-10","71"
"1990-05-03","151","14","92"
"1990-05-04","171","69","117"
"1990-05-05","190","22","113"
"1990-05-06","206","53","137"
"1990-05-07","96","14","61"
"1990-05-08","18","-37","-7"
"1990-05-09","108","-49","34"
"1990-05-10","178","-2","94"
"1990-05-11","147","37","90"
"1990-05-12","81","18","47"
"1990-05-13","92","2","38"
"1990-05-14","84","14","42"
"1990-05-15","92","-22","32"
"1990-05-16","108","-18","51"
"1990-05-17","190","2","104"
"1990-05-18","147","33","91"
"1990-05-19","123","22","64"
"1990-05-20","108","18","67"
"1990-05-21","182","29","111"
"1990-05-22","198","81","143"
"1990-05-23","218","81","162"
"1990-05-24","136","2","59"
"1990-05-25","104","-18","49"
"1990-05-26","163","10","87"
"1990-05-27","198","37","129"
"1990-05-28","163","88","131"
"1990-05-29","104","49","77"
"1990-05-30","127","49","81"
"1990-05-31","139","-2","62"
"1990-06-01","73","-10","30"
"1990-06-02","104","6","69"
"1990-06-03","218","33","137"
"1990-06-04","198","88","150"
"1990-06-05","190","49","132"
"1990-06-06","202","64","132"
"1990-06-07","167","73","124"
"1990-06-08","206","61","147"
"1990-06-09","269","88","159"
"1990-06-10","182","96","136"
"1990-06-11","123","49","88"
"1990-06-12","123","-2","59"
"1990-06-13","163","-6","89"
"1990-06-14","182","64","123"
"1990-06-15","159","29","103"
"1990-06-16","136","57","86"
"1990-06-17","214","41","128"
"1990-06-18","214","88","161"
"1990-06-19","198","77","144"
"1990-06-20","214","73","152"
"1990-06-21","237","77","167"
"1990-06-22","281","100","193"
"1990-06-23","284","147","218"
"1990-06-24","292","123","222"
"1990-06-25","292","159","231"
"1990-06-26","300","159","234"
"1990-06-27","281","147","221"
"1990-06-28","281","136","212"
"1990-06-29","308","119","220"
"1990-06-30","316","151","234"
"1990-07-01","300","171","238"
"1990-07-02","300","155","223"
"1990-07-03","245","104","182"
"1990-07-04","277","136","209"
"1990-07-05","300","139","223"
"1990-07-06","269","131","209"
"1990-07-07","265","127","203"
"1990-07-08","281","119","184"
"1990-07-09","229","116","161"
"1990-07-10","277","100","192"
"1990-07-11","300","123","218"
"1990-07-12","304","131","228"
"1990-07-13","300","167","228"
"1990-07-14","288","143","212"
"1990-07-15","284","131","214"
"1990-07-16","284","143","216"
"1990-07-17","296","143","226"
"1990-07-18","233","151","192"
"1990-07-19","265","119","196"
"1990-07-20","233","131","167"
"1990-07-21","245","88","172"
"1990-07-22","253","96","182"
"1990-07-23","265","127","186"
"1990-07-24","245","108","161"
"1990-07-25","249","96","179"
"1990-07-26","198","81","144"
"1990-07-27","233","81","166"
"1990-07-28","257","96","185"
"1990-07-29","277","100","193"
"1990-07-30","284","112","193"
"1990-07-31","292","131","209"
"1990-08-01","249","123","194"
"1990-08-02","261","108","177"
"1990-08-03","265","92","188"
"1990-08-04","277","112","198"
"1990-08-05","292","104","202"
"1990-08-06","312","123","226"
"1990-08-07","327","147","236"
"1990-08-08","327","155","244"
"1990-08-09","323","155","244"
"1990-08-10","308","155","231"
"1990-08-11","273","131","180"
"1990-08-12","253","116","188"
"1990-08-13","273","116","198"
"1990-08-14","288","119","207"
"1990-08-15","269","151","201"
"1990-08-16","210","123","159"
"1990-08-17","237","92","154"
"1990-08-18","245","96","164"
"1990-08-19","218","127","161"
"1990-08-20","198","88","137"
"1990-08-21","218","104","160"
"1990-08-22","222","84","156"
"1990-08-23","237","84","159"
"1990-08-24","229","104","164"
"1990-08-25","241","104","168"
"1990-08-26","237","123","183"
"1990-08-27","249","104","177"
"1990-08-28","277","119","195"
"1990-08-29","304","104","208"
"1990-08-30","257","136","195"
"1990-08-31","265","96","180"
"1990-09-01","292","131","211"
"1990-09-02","241","155","189"
"1990-09-03","277","112","203"
"1990-09-04","245","127","176"
"1990-09-05","237","104","160"
"1990-09-06","257","92","178"
"1990-09-07","277","119","202"
"1990-09-08","277","123","204"
"1990-09-09","277","131","208"
"1990-09-10","284","123","201"
"1990-09-11","300","116","206"
"1990-09-12","300","139","219"
"1990-09-13","292","123","209"
"1990-09-14","296","108","206"
"1990-09-15","261","167","202"
"1990-09-16","245","139","187"
"1990-09-17","229","81","156"
"1990-09-18","222","96","150"
"1990-09-19","96","69","81"
"1990-09-20","159","57","90"
"1990-09-21","178","33","107"
"1990-09-22","218","84","140"
"1990-09-23","237","84","159"
"1990-09-24","218","92","151"
"1990-09-25","226","92","153"
"1990-09-26","218","81","145"
"1990-09-27","222","73","137"
"1990-09-28","198","81","125"
"1990-09-29","194","69","127"
"1990-09-30","229","64","144"
"1990-10-01","229","77","147"
"1990-10-02","136","18","90"
"1990-10-03","88","10","53"
"1990-10-04","190","96","136"
"1990-10-05","198","81","140"
"1990-10-06","131","-22","37"
"1990-10-07","61","-29","3"
"1990-10-08","57","-53","3"
"1990-10-09","112","-41","33"
"1990-10-10","139","-10","67"
"1990-10-11","88","-10","32"
"1990-10-12","108","-26","45"
"1990-10-13","84","10","61"
"1990-10-14","96","10","61"
"1990-10-15","119","53","75"
"1990-10-16","112","-33","37"
"1990-10-17","69","-69","2"
"1990-10-18","131","-10","48"
"1990-10-19","53","-18","19"
"1990-10-20","22","-57","-16"
"1990-10-21","77","-61","12"
"1990-10-22","57","-2","21"
"1990-10-23","100","-18","33"
"1990-10-24","151","10","69"
"1990-10-25","171","18","93"
"1990-10-26","174","49","103"
"1990-10-27","178","26","91"
"1990-10-28","182","33","106"
"1990-10-29","174","37","97"
"1990-10-30","167","22","87"
"1990-10-31","131","33","67"
"1990-11-01","26","-22","4"
"1990-11-02","-6","-57","-32"
"1990-11-03","22","-81","-30"
"1990-11-04","14","-57","-14"
"1990-11-05","18","-49","-16"
"1990-11-06","6","-64","-44"
"1990-11-07","-18","-104","-59"
"1990-11-08","14","-33","-10"
"1990-11-09","69","2","35"
"1990-11-10","123","14","66"
"1990-11-11","155","14","58"
"1990-11-12","123","-6","57"
"1990-11-13","143","14","62"
"1990-11-14","159","29","77"
"1990-11-15","61","-33","25"
"1990-11-16","92","-73","7"
"1990-11-17","84","-2","38"
"1990-11-18","88","2","33"
"1990-11-19","33","6","17"
"1990-11-20","26","-73","-24"
"1990-11-21","-37","-73","-51"
"1990-11-22","6","-37","-9"
"1990-11-23","57","-18","16"
"1990-11-24","88","-10","47"
"1990-11-25","96","-6","27"
"1990-11-26","45","-73","-30"
"1990-11-27","-69","-108","-82"
"1990-11-28","-41","-119","-77"
"1990-11-29","6","-119","-59"
"1990-11-30","14","-81","-17"
"1990-12-01","-22","-116","-67"
"1990-12-02","-69","-100","-84"
"1990-12-03","-18","-96","-64"
"1990-12-04","26","-92","-33"
"1990-12-05","18","-84","-22"
"1990-12-06","-6","-108","-60"
"1990-12-07","22","-108","-51"
"1990-12-08","53","-69","-14"
"1990-12-09","92","-41","20"
"1990-12-10","119","-6","36"
"1990-12-11","33","-22","0"
"1990-12-12","6","-92","-45"
"1990-12-13","-6","-49","-28"
"1990-12-14","-53","-159","-100"
"1990-12-15","-77","-167","-128"
"1990-12-16","-33","-139","-99"
"1990-12-17","-57","-147","-96"
"1990-12-18","-41","-77","-54"
"1990-12-19","-49","-131","-91"
"1990-12-20","-151","-300","-221"
"1990-12-21","-257","-316","-292"
"1990-12-22","-194","-316","-274"
"1990-12-23","-190","-288","-249"
"1990-12-24","-108","-257","-179"
"1990-12-25","-73","-186","-142"
"1990-12-26","-88","-163","-126"
"1990-12-27","-45","-123","-87"
"1990-12-28","-61","-112","-84"
"1990-12-29","-116","-273","-181"
"1990-12-30","-127","-264","-197"
"1990-12-31","-29","-143","-85"
"1991-01-01","49","-77","-35"
"1991-01-02","14","-81","-48"
"1991-01-03","-14","-104","-71"
"1991-01-04","-26","-104","-68"
"1991-01-05","-29","-119","-85"
"1991-01-06","-33","-119","-78"
"1991-01-07","-22","-92","-49"
"1991-01-08","-6","-96","-51"
"1991-01-09","-29","-119","-84"
"1991-01-10","-2","-104","-68"
"1991-01-11","-18","-53","-36"
"1991-01-12","6","-37","-12"
"1991-01-13","22","-14","4"
"1991-01-14","-6","-33","-23"
"1991-01-15","-2","-53","-21"
"1991-01-16","10","-84","-46"
"1991-01-17","-26","-64","-45"
"1991-01-18","2","-37","-21"
"1991-01-19","-22","-131","-59"
"1991-01-20","-73","-174","-133"
"1991-01-21","-53","-186","-133"
"1991-01-22","-37","-167","-113"
"1991-01-23","-41","-139","-88"
"1991-01-24","-41","-100","-69"
"1991-01-25","-64","-163","-120"
"1991-01-26","2","-123","-68"
"1991-01-27","-37","-81","-61"
"1991-01-28","-26","-151","-72"
"1991-01-29","-96","-222","-169"
"1991-01-30","-53","-178","-123"
"1991-01-31","22","-100","-46"
"1991-02-01","49","-61","-17"
"1991-02-02","29","-69","-24"
"1991-02-03","29","-29","-7"
"1991-02-04","29","-49","-13"
"1991-02-05","41","-61","-13"
"1991-02-06","57","-41","3"
"1991-02-07","84","-37","0"
"1991-02-08","22","-64","-29"
"1991-02-09","37","-92","-31"
"1991-02-10","53","-64","-15"
"1991-02-11","53","-61","-9"
"1991-02-12","53","-26","3"
"1991-02-13","37","-33","-2"
"1991-02-14","57","2","23"
"1991-02-15","64","14","33"
"1991-02-16","41","-6","18"
"1991-02-17","-2","-57","-28"
"1991-02-18","2","-88","-52"
"1991-02-19","10","-81","-32"
"1991-02-20","57","-2","29"
"1991-02-21","84","-10","37"
"1991-02-22","81","-10","16"
"1991-02-23","41","-22","8"
"1991-02-24","22","-73","-23"
"1991-02-25","22","-88","-34"
"1991-02-26","33","-92","-34"
"1991-02-27","37","-84","-29"
"1991-02-28","2","-53","-15"
"1991-03-01","64","-2","15"
"1991-03-02","41","-10","9"
"1991-03-03","41","-6","19"
"1991-03-04","64","14","37"
"1991-03-05","29","-96","-29"
"1991-03-06","-64","-104","-84"
"1991-03-07","-53","-108","-76"
"1991-03-08","-41","-406","-122"
"1991-03-09","-77","-500","-158"
"1991-03-10","88","-81","13"
"1991-03-11","33","-64","-8"
"1991-03-12","-2","-104","-54"
"1991-03-13","45","-84","-18"
"1991-03-14","49","-57","-6"
"1991-03-15","49","-49","-12"
"1991-03-16","37","-53","-12"
"1991-03-17","41","-49","-5"
"1991-03-18","88","-37","24"
"1991-03-19","108","-69","16"
"1991-03-20","14","-167","-38"
"1991-03-21","33","-73","-26"
"1991-03-22","18","-41","-15"
"1991-03-23","33","-53","-11"
"1991-03-24","69","-29","16"
"1991-03-25","57","-33","-2"
"1991-03-26","22","-45","-23"
"1991-03-27","14","-64","-24"
"1991-03-28","37","-88","-13"
"1991-03-29","33","-64","-22"
"1991-03-30","81","-64","7"
"1991-03-31","127","-26","41"
"1991-04-01","131","10","73"
"1991-04-02","123","2","68"
"1991-04-03","77","-14","27"
"1991-04-04","155","-2","69"
"1991-04-05","171","37","103"
"1991-04-06","143","37","85"
"1991-04-07","37","-45","12"
"1991-04-08","14","-57","-22"
"1991-04-09","53","-64","-3"
"1991-04-10","-18","-53","-32"
"1991-04-11","6","-64","-37"
"1991-04-12","22","-49","-26"
"1991-04-13","2","-61","-31"
"1991-04-14","33","-73","-1"
"1991-04-15","100","6","39"
"1991-04-16","108","14","59"
"1991-04-17","81","-33","22"
"1991-04-18","29","-29","-7"
"1991-04-19","104","-37","33"
"1991-04-20","119","-10","52"
"1991-04-21","73","6","27"
"1991-04-22","116","-10","48"
"1991-04-23","123","6","57"
"1991-04-24","116","6","46"
"1991-04-25","49","-26","9"
"1991-04-26","6","-53","-28"
"1991-04-27","6","-57","-28"
"1991-04-28","45","-37","-1"
"1991-04-29","64","-26","16"
"1991-04-30","64","-33","17"
"1991-05-01","139","-29","64"
"1991-05-02","119","-26","44"
"1991-05-03","-26","-198","-103"
"1991-05-04","33","-33","-4"
"1991-05-05","96","-45","36"
"1991-05-06","92","33","57"
"1991-05-07","100","33","57"
"1991-05-08","198","33","103"
"1991-05-09","96","10","38"
"1991-05-10","61","-2","22"
"1991-05-11","84","-2","39"
"1991-05-12","64","-2","33"
"1991-05-13","155","14","89"
"1991-05-14","123","26","74"
"1991-05-15","116","37","74"
"1991-05-16","178","33","108"
"1991-05-17","155","37","96"
"1991-05-18","131","41","69"
"1991-05-19","194","18","107"
"1991-05-20","178","37","114"
"1991-05-21","206","104","166"
"1991-05-22","186","57","104"
"1991-05-23","143","57","98"
"1991-05-24","186","53","124"
"1991-05-25","139","64","91"
"1991-05-26","64","-41","20"
"1991-05-27","-18","-123","-56"
"1991-05-28","-84","-218","-142"
"1991-05-29","92","-178","-62"
"1991-05-30","100","-18","29"
"1991-05-31","116","41","76"
"1991-06-01","171","49","99"
"1991-06-02","104","73","83"
"1991-06-03","174","69","111"
"1991-06-04","198","69","123"
"1991-06-05","190","57","126"
"1991-06-06","198","41","119"
"1991-06-07","194","77","134"
"1991-06-08","198","53","133"
"1991-06-09","202","64","141"
"1991-06-10","233","84","166"
"1991-06-11","241","96","178"
"1991-06-12","229","104","178"
"1991-06-13","194","104","152"
"1991-06-14","136","37","96"
"1991-06-15","182","-6","106"
"1991-06-16","214","77","152"
"1991-06-17","190","96","134"
"1991-06-18","229","77","159"
"1991-06-19","237","119","178"
"1991-06-20","214","92","158"
"1991-06-21","226","84","159"
"1991-06-22","210","100","157"
"1991-06-23","233","69","162"
"1991-06-24","222","96","164"
"1991-06-25","163","61","112"
"1991-06-26","155","29","98"
"1991-06-27","182","49","113"
"1991-06-28","202","49","130"
"1991-06-29","206","77","142"
"1991-06-30","155","69","106"
"1991-07-01","210","49","136"
"1991-07-02","245","77","164"
"1991-07-03","265","108","192"
"1991-07-04","277","116","201"
"1991-07-05","281","131","209"
"1991-07-06","277","143","213"
"1991-07-07","273","116","202"
"1991-07-08","253","136","187"
"1991-07-09","237","112","162"
"1991-07-10","218","88","149"
"1991-07-11","245","88","174"
"1991-07-12","277","112","196"
"1991-07-13","292","127","212"
"1991-07-14","288","147","220"
"1991-07-15","281","136","216"
"1991-07-16","281","159","219"
"1991-07-17","281","143","212"
"1991-07-18","253","147","203"
"1991-07-19","190","112","149"
"1991-07-20","257","92","183"
"1991-07-21","253","100","169"
"1991-07-22","257","81","172"
"1991-07-23","245","112","181"
"1991-07-24","233","104","156"
"1991-07-25","237","84","149"
"1991-07-26","241","100","172"
"1991-07-27","257","100","187"
"1991-07-28","284","108","201"
"1991-07-29","288","136","206"
"1991-07-30","288","136","207"
"1991-07-31","304","139","209"
"1991-08-01","226","123","169"
"1991-08-02","261","108","191"
"1991-08-03","206","116","161"
"1991-08-04","229","108","161"
"1991-08-05","249","73","166"
"1991-08-06","237","116","165"
"1991-08-07","265","104","185"
"1991-08-08","281","108","204"
"1991-08-09","292","139","218"
"1991-08-10","296","123","214"
"1991-08-11","281","139","195"
"1991-08-12","253","123","181"
"1991-08-13","269","123","195"
"1991-08-14","273","123","202"
"1991-08-15","245","123","176"
"1991-08-16","229","96","151"
"1991-08-17","261","100","179"
"1991-08-18","218","112","165"
"1991-08-19","202","112","151"
"1991-08-20","253","88","161"
"1991-08-21","284","116","199"
"1991-08-22","296","123","204"
"1991-08-23","288","127","211"
"1991-08-24","284","139","205"
"1991-08-25","281","104","194"
"1991-08-26","206","119","150"
"1991-08-27","249","108","153"
"1991-08-28","206","81","143"
"1991-08-29","253","81","168"
