"Date","TMAX","TMIN","TAVG"
"1995-01-19","-2","-88","-44"
"1995-01-20","-33","-112","-87"
"1995-01-21","-29","-155","-116"
"1995-01-22","-69","-182","-135"
"1995-01-23","-49","-178","-128"
"1995-01-24","-45","-119","-82"
"1995-01-25","14","-64","-38"
"1995-01-26","37","-37","-16"
"1995-01-27","-18","-41","-29"
"1995-01-28","-10","-92","-36"
"1995-01-29","-33","-131","-87"
"1995-01-30","-2","-73","-37"
"1995-01-31","37","-2","18"
"1995-02-01","53","29","41"
"1995-02-02","41","-10","19"
"1995-02-03","53","-57","-6"
"1995-02-04","77","-41","18"
"1995-02-05","81","-29","16"
"1995-02-06","77","-29","19"
"1995-02-07","49","-14","7"
"1995-02-08","49","-33","8"
"1995-02-09","-2","-37","-16"
"1995-02-10","2","-73","-27"
"1995-02-11","-64","-108","-86"
"1995-02-12","-104","-131","-116"
"1995-02-13","-33","-123","-84"
"1995-02-14","-26","-119","-73"
"1995-02-15","-45","-163","-109"
"1995-02-16","-2","-92","-52"
"1995-02-17","73","-61","-9"
"1995-02-18","53","-10","17"
"1995-02-19","81","-18","18"
"1995-02-20","84","-26","26"
"1995-02-21","69","-45","11"
"1995-02-22","37","-41","-2"
"1995-02-23","49","-37","5"
"1995-02-24","77","-37","24"
"1995-02-25","92","-33","22"
"1995-02-26","81","-29","17"
"1995-02-27","49","-29","14"
"1995-02-28","41","-77","-21"
"1995-03-01","-6","-84","-51"
"1995-03-02","18","-61","-29"
"1995-03-03","37","-53","-12"
"1995-03-04","-6","-53","-32"
"1995-03-05","-18","-81","-52"
"1995-03-06","-45","-96","-71"
"1995-03-07","-2","-112","-47"
"1995-03-08","81","-81","-11"
"1995-03-09","73","-2","36"
"1995-03-10","77","37","60"
"1995-03-11","64","2","39"
"1995-03-12","22","-14","-2"
"1995-03-13","26","-37","-1"
"1995-03-14","92","-14","36"
"1995-03-15","96","-33","32"
"1995-03-16","33","-64","-16"
"1995-03-17","96","-18","30"
"1995-03-18","108","-2","43"
"1995-03-19","41","-37","7"
"1995-03-20","100","-45","36"
"1995-03-21","81","-29","29"
"1995-03-22","26","-49","-11"
"1995-03-23","77","-22","11"
"1995-03-24","-14","-69","-52"
"1995-03-25","-33","-73","-57"
"1995-03-26","-10","-108","-58"
"1995-03-27","-10","-127","-61"
"1995-03-28","-2","-112","-52"
"1995-03-29","6","-112","-50"
"1995-03-30","45","-96","-20"
"1995-03-31","100","-45","18"
"1995-04-01","116","-33","42"
"1995-04-02","73","2","33"
"1995-04-03","116","-22","44"
"1995-04-04","131","-2","64"
"1995-04-05","123","10","71"
"1995-04-06","139","26","79"
"1995-04-07","104","6","55"
"1995-04-08","33","-29","1"
"1995-04-09","18","-61","-23"
"1995-04-10","22","-57","-28"
"1995-04-11","69","-41","14"
"1995-04-12","123","-14","59"
"1995-04-13","159","29","103"
"1995-04-14","84","-49","-1"
"1995-04-15","45","-64","-13"
"1995-04-16","64","-61","11"
"1995-04-17","84","-10","28"
"1995-04-18","73","-29","15"
"1995-04-19","22","-22","-5"
"1995-04-20","26","-57","-14"
"1995-04-21","88","-41","11"
"1995-04-22","53","-29","9"
"1995-04-23","69","-33","21"
"1995-04-24","84","-41","33"
"1995-04-25","92","-14","44"
"1995-04-26","81","-29","27"
"1995-04-27","139","2","68"
"1995-04-28","73","2","35"
"1995-04-29","57","2","21"
"1995-04-30","53","-10","17"
"1995-05-01","100","-14","30"
"1995-05-02","18","18","18"
"1995-05-03","81","6","38"
"1995-05-04","131","2","67"
"1995-05-05","131","2","56"
"1995-05-06","53","-2","27"
"1995-05-07","108","-18","40"
"1995-05-08","131","-10","55"
"1995-05-09","151","37","91"
"1995-05-10","131","53","78"
"1995-05-11","69","18","44"
"1995-05-12","73","6","24"
"1995-05-13","81","-14","28"
"1995-05-14","104","-2","48"
"1995-05-15","178","33","103"
"1995-05-16","171","29","93"
"1995-05-17","163","53","104"
"1995-05-18","143","33","98"
"1995-05-19","127","77","103"
"1995-05-20","136","49","83"
"1995-05-21","186","57","108"
"1995-05-22","131","49","74"
"1995-05-23","69","14","40"
"1995-05-24","88","10","52"
"1995-05-25","100","22","48"
"1995-05-26","77","22","44"
"1995-05-27","92","18","42"
"1995-05-28","119","18","59"
"1995-05-29","155","18","87"
"1995-05-30","171","33","100"
"1995-05-31","194","61","123"
"1995-06-01","186","45","130"
"1995-06-02","163","77","109"
"1995-06-03","139","69","98"
"1995-06-04","167","57","108"
"1995-06-05","218","10","114"
"1995-06-06","57","-18","14"
"1995-06-07","116","-14","52"
"1995-06-08","77","-500","-199"
"1995-06-09","-500","-500","-500"
"1995-06-10","-500","-500","-500"
"1995-06-11","-500","-500","-500"
"1995-06-12","-249","-500","-391"
"1995-06-13","-33","-316","-179"
"1995-06-14","155","-69","56"
"1995-06-15","222","100","158"
"1995-06-16","171","92","131"
"1995-06-17","155","57","91"
"1995-06-18","163","45","103"
"1995-06-19","167","61","115"
"1995-06-20","190","29","118"
"1995-06-21","139","26","88"
"1995-06-22","143","10","86"
"1995-06-23","178","53","122"
"1995-06-24","206","64","142"
"1995-06-25","233","69","158"
"1995-06-26","249","84","177"
"1995-06-27","198","100","150"
"1995-06-28","190","73","128"
"1995-06-29","198","26","119"
"1995-06-30","210","61","136"
"1995-07-01","206","77","137"
"1995-07-02","206","61","122"
"1995-07-03","116","84","97"
"1995-07-04","174","49","116"
"1995-07-05","218","49","144"
"1995-07-06","265","92","193"
"1995-07-07","269","136","209"
"1995-07-08","284","143","221"
"1995-07-09","273","163","217"
"1995-07-10","261","127","181"
"1995-07-11","249","116","173"
"1995-07-12","500","178","421"
"1995-07-13","218","-241","-21"
"1995-07-14","-57","-343","-174"
"1995-07-15","131","-269","-33"
"1995-07-16","319","6","153"
"1995-07-17","418","88","293"
"1995-07-18","422","186","331"
"1995-07-19","429","323","365"
"1995-07-20","418","167","308"
"1995-07-21","437","237","326"
"1995-07-22","465","241","355"
"1995-07-23","441","253","333"
"1995-07-24","461","249","337"
"1995-07-25","477","214","357"
"1995-07-26","433","292","369"
"1995-07-27","441","288","367"
"1995-07-28","469","182","334"
"1995-07-29","433","194","301"
"1995-07-30","327","186","254"
"1995-07-31","343","143","236"
"1995-08-01","394","174","279"
"1995-08-02","410","226","301"
"1995-08-03","406","226","309"
"1995-08-04","402","218","287"
"1995-08-05","422","182","302"
"1995-08-06","355","167","267"
"1995-08-07","292","84","201"
"1995-08-08","281","155","235"
"1995-08-09","347","159","268"
"1995-08-10","323","222","268"
"1995-08-11","292","171","240"
"1995-08-12","269","182","235"
"1995-08-13","265","108","209"
"1995-08-14","265","131","194"
"1995-08-15","226","84","160"
"1995-08-16","257","22","184"
"1995-08-17","229","112","161"
"1995-08-18","174","-6","102"
"1995-08-19","229","-61","96"
"1995-08-20","312","57","163"
"1995-08-21","229","-57","91"
"1995-08-22","226","-10","111"
"1995-08-23","143","-84","27"
"1995-08-24","92","-69","24"
"1995-08-25","151","-77","75"
"1995-08-26","151","-331","12"
"1995-08-27","194","-116","77"
"1995-08-28","155","-190","67"
"1995-08-29","233","-123","106"
"1995-08-30","159","-296","48"
"1995-08-31","147","-22","65"
"1995-09-01","253","-202","128"
"1995-09-02","182","-123","58"
"1995-09-03","210","-33","47"
"1995-09-04","57","-304","-64"
"1995-09-05","49","-226","-66"
"1995-09-06","104","-77","28"
"1995-09-07","92","-143","2"
"1995-09-08","45","-100","-39"
"1995-09-09","-6","-296","-80"
"1995-09-10","18","-64","-20"
"1995-09-11","53","-73","-19"
"1995-09-12","100","-84","28"
"1995-09-13","119","26","57"
"1995-09-14","77","-53","24"
"1995-09-15","108","-69","12"
"1995-09-16","127","-14","57"
"1995-09-17","61","-6","24"
"1995-09-18","143","-6","76"
"1995-09-19","112","-61","54"
"1995-09-20","81","-14","36"
"1995-09-21","77","-96","3"
"1995-09-22","100","-18","56"
"1995-09-23","198","6","112"
"1995-09-24","100","-92","25"
"1995-09-25","139","-33","72"
"1995-09-26","147","-33","50"
"1995-09-27","131","-69","38"
"1995-09-28","127","-61","57"
"1995-09-29","81","-29","-2"
"1995-09-30","123","-41","47"
"1995-10-01","151","-37","82"
"1995-10-02","119","-10","69"
"1995-10-03","81","-69","13"
"1995-10-04","-18","-96","-68"
"1995-10-05","77","-159","-59"
"1995-10-06","100","-171","-24"
"1995-10-07","22","-108","-37"
"1995-10-08","49","-190","-72"
"1995-10-09","69","-84","-8"
"1995-10-10","100","-108","6"
"1995-10-11","116","-14","38"
"1995-10-12","18","-104","-48"
"1995-10-13","-53","-167","-103"
"1995-10-14","18","-127","-59"
"1995-10-15","45","-77","-26"
"1995-10-16","18","-49","-21"
"1995-10-17","-2","-96","-47"
"1995-10-18","-10","-77","-37"
"1995-10-19","-49","-123","-86"
"1995-10-20","2","-108","-58"
"1995-10-21","-22","-123","-74"
"1995-10-22","-37","-167","-110"
"1995-10-23","-57","-281","-161"
"1995-10-24","-41","-245","-151"
"1995-10-25","-112","-233","-163"
"1995-10-26","-116","-151","-128"
"1995-10-27","-104","-186","-136"
"1995-10-28","-84","-119","-104"
"1995-10-29","-53","-127","-91"
"1995-10-30","-69","-104","-87"
"1995-10-31","-88","-135","-111"
"1995-11-01","-64","-261","-137"
"1995-11-02","-53","-304","-157"
"1995-11-03","-57","-292","-151"
"1995-11-04","-69","-304","-148"
"1995-11-05","-53","-178","-116"
"1995-11-06","-100","-127","-109"
"1995-11-07","-61","-112","-88"
"1995-11-08","-57","-147","-80"
"1995-11-09","-77","-139","-107"
"1995-11-10","-41","-229","-97"
"1995-11-11","-37","-174","-91"
"1995-11-12","-81","-123","-99"
"1995-11-13","-57","-100","-74"
"1995-11-14","-45","-123","-66"
"1995-11-15","-37","-116","-78"
"1995-11-16","-2","-77","-42"
"1995-11-17","2","-96","-53"
"1995-11-18","26","-69","-22"
"1995-11-19","6","-81","-27"
"1995-11-20","33","-73","-29"
"1995-11-21","26","-69","-18"
"1995-11-22","14","-18","-7"
"1995-11-23","22","-49","-7"
"1995-11-24","45","-29","9"
"1995-11-25","61","-14","37"
"1995-11-26","29","-88","-58"
"1995-11-27","-41","-104","-78"
"1995-11-28","-45","-253","-98"
"1995-11-29","10","-64","-17"
"1995-11-30","41","22","33"
"1995-12-01","45","-61","7"
"1995-12-02","-22","-88","-43"
"1995-12-03","-37","-264","-80"
"1995-12-04","-14","-61","-40"
"1995-12-05","-6","-61","-44"
